SALES_ID;SALES_REP;EMAILS;BRANDS;DRINK TYPE;PLANT_COST;UNIT_PRICE;QUANTITY;COST;PROFIT;COUNTRIES;REGION ;TERRITORY;MONTHS;YEARS
10708;Morgan;morganny@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;914,00; ? 137 100,00 ; ? 63 980,00 ;Togo;west;Francophone;August;2018
10709;Kivell;kivel_go@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;705,00; ? 105 750,00 ; ? 42 300,00 ;Benin;southsouth;Francophone;September;2019
10710;Sorvino;sorvi2000@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;774,00; ? 154 800,00 ; ? 38 700,00 ;Senegal;northwest;Anglophone;October;2018
10711;Gill;gillhell@uk.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;748,00; ? 374 000,00 ; ? 187 000,00 ;Ghana;northeast ;Anglophone;November;2017
10712;Sorvino;sorvi2000@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;807,00; ? 363 150,00 ; ? 217 890,00 ;Nigeria;northcentral ;Anglophone;December;2018
10713;Thompson;thomp@uk.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;877,00; ? 219 250,00 ; ? 70 160,00 ;Togo;Southeast;Francophone;January;2018
10714;Andrews;andy@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;965,00; ? 193 000,00 ; ? 48 250,00 ;Benin;west;Francophone;February;2017
10715;Jardine;jard@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;728,00; ? 109 200,00 ; ? 50 960,00 ;Senegal;southsouth;Anglophone;March;2017
10716;Jardine;jard@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;792,00; ? 118 800,00 ; ? 47 520,00 ;Ghana;northwest;Anglophone;April;2017
10717;Andrews;andy@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;878,00; ? 175 600,00 ; ? 43 900,00 ;Nigeria;northeast ;Anglophone;May;2017
10718;Jones;jone.ai@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;886,00; ? 443 000,00 ; ? 221 500,00 ;Togo;northcentral ;Francophone;June;2017
10719;Morgan;morganny@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;995,00; ? 447 750,00 ; ? 268 650,00 ;Benin;Southeast;Francophone;July;2017
10720;Kivell;kivel_go@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;851,00; ? 212 750,00 ; ? 68 080,00 ;Senegal;west;Anglophone;August;2019
10721;Sorvino;sorvi2000@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;866,00; ? 173 200,00 ; ? 43 300,00 ;Ghana;southsouth;Anglophone;September;2017
10722;Gill;gillhell@uk.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;987,00; ? 148 050,00 ; ? 69 090,00 ;Nigeria;northwest;Anglophone;October;2017
10723;Sorvino;sorvi2000@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;776,00; ? 116 400,00 ; ? 46 560,00 ;Togo;northeast ;Francophone;November;2019
10724;Thompson;thomp@uk.com;trophy;Beer; ? 150,00 ; ? 200,00 ;969,00; ? 193 800,00 ; ? 48 450,00 ;Benin;northcentral ;Francophone;December;2017
10725;Andrews;andy@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;718,00; ? 359 000,00 ; ? 179 500,00 ;Senegal;Southeast;Anglophone;January;2017
10726;Jardine;jard@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;787,00; ? 354 150,00 ; ? 212 490,00 ;Ghana;west;Anglophone;February;2018
10727;Jardine;jard@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;901,00; ? 225 250,00 ; ? 72 080,00 ;Nigeria;southsouth;Anglophone;March;2018
10728;Andrews;andy@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;736,00; ? 147 200,00 ; ? 36 800,00 ;Togo;northwest;Francophone;April;2018
10729;Jardine;jard@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;710,00; ? 106 500,00 ; ? 49 700,00 ;Benin;northeast ;Francophone;May;2017
10730;Gill;gillhell@uk.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;719,00; ? 107 850,00 ; ? 43 140,00 ;Senegal;northcentral ;Anglophone;June;2019
10731;Sorvino;sorvi2000@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;738,00; ? 147 600,00 ; ? 36 900,00 ;Ghana;Southeast;Anglophone;July;2017
10732;Jones;jone.ai@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;884,00; ? 442 000,00 ; ? 221 000,00 ;Nigeria;west;Anglophone;August;2019
10733;Andrews;andy@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;772,00; ? 347 400,00 ; ? 208 440,00 ;Togo;southsouth;Francophone;September;2017
10734;Jardine;jard@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;762,00; ? 190 500,00 ; ? 60 960,00 ;Benin;northwest;Francophone;October;2017
10735;Thompson;thomp@uk.com;hero;Beer; ? 150,00 ; ? 200,00 ;830,00; ? 166 000,00 ; ? 41 500,00 ;Senegal;northeast ;Anglophone;November;2018
10736;Jones;jone.ai@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;995,00; ? 149 250,00 ; ? 69 650,00 ;Ghana;northcentral ;Anglophone;December;2018
10737;Morgan;morganny@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;812,00; ? 121 800,00 ; ? 48 720,00 ;Nigeria;Southeast;Anglophone;January;2019
10738;Howard;howard_freeman@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;993,00; ? 198 600,00 ; ? 49 650,00 ;Togo;west;Francophone;February;2018
10739;Parent;parentty@uk.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;941,00; ? 470 500,00 ; ? 235 250,00 ;Benin;southsouth;Francophone;March;2017
10740;Jones;jone.ai@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;703,00; ? 316 350,00 ; ? 189 810,00 ;Senegal;northwest;Anglophone;April;2019
10741;Smith;smithMan@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;834,00; ? 208 500,00 ; ? 66 720,00 ;Ghana;northeast ;Anglophone;May;2019
10742;Jones;jone.ai@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;843,00; ? 168 600,00 ; ? 42 150,00 ;Nigeria;northcentral ;Anglophone;June;2019
10743;Jardine;jard@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;749,00; ? 112 350,00 ; ? 52 430,00 ;Togo;Southeast;Francophone;July;2019
10744;Gill;gillhell@uk.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;859,00; ? 128 850,00 ; ? 51 540,00 ;Benin;west;Francophone;August;2017
10745;Sorvino;sorvi2000@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;962,00; ? 192 400,00 ; ? 48 100,00 ;Senegal;southsouth;Anglophone;September;2017
10746;Jones;jone.ai@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;816,00; ? 408 000,00 ; ? 204 000,00 ;Ghana;northwest;Anglophone;October;2019
10747;Andrews;andy@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;989,00; ? 445 050,00 ; ? 267 030,00 ;Nigeria;northeast ;Anglophone;November;2017
10748;Jardine;jard@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;702,00; ? 175 500,00 ; ? 56 160,00 ;Togo;northcentral ;Francophone;December;2018
10749;Thompson;thomp@uk.com;hero;Beer; ? 150,00 ; ? 200,00 ;830,00; ? 166 000,00 ; ? 41 500,00 ;Benin;Southeast;Francophone;January;2018
10750;Jones;jone.ai@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;710,00; ? 106 500,00 ; ? 49 700,00 ;Senegal;west;Anglophone;February;2018
10751;Morgan;morganny@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;708,00; ? 106 200,00 ; ? 42 480,00 ;Ghana;southsouth;Anglophone;March;2018
10752;Howard;howard_freeman@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;816,00; ? 163 200,00 ; ? 40 800,00 ;Nigeria;northwest;Anglophone;April;2019
10753;Parent;parentty@uk.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;722,00; ? 361 000,00 ; ? 180 500,00 ;Togo;northeast ;Francophone;May;2017
10754;Jones;jone.ai@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;778,00; ? 350 100,00 ; ? 210 060,00 ;Benin;northcentral ;Francophone;June;2017
10755;Smith;smithMan@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;732,00; ? 183 000,00 ; ? 58 560,00 ;Senegal;Southeast;Anglophone;July;2019
10756;Jones;jone.ai@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;881,00; ? 176 200,00 ; ? 44 050,00 ;Ghana;west;Anglophone;August;2018
10757;Morgan;morganny@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;939,00; ? 140 850,00 ; ? 65 730,00 ;Nigeria;southsouth;Anglophone;September;2017
10758;Jones;jone.ai@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;907,00; ? 136 050,00 ; ? 54 420,00 ;Togo;northwest;Francophone;October;2019
10759;Parent;parentty@uk.com;trophy;Beer; ? 150,00 ; ? 200,00 ;709,00; ? 141 800,00 ; ? 35 450,00 ;Benin;northeast ;Francophone;November;2019
10760;Kivell;kivel_go@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;886,00; ? 443 000,00 ; ? 221 500,00 ;Senegal;northcentral ;Anglophone;December;2017
10761;Smith;smithMan@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;828,00; ? 372 600,00 ; ? 223 560,00 ;Ghana;Southeast;Anglophone;January;2017
10762;Parent;parentty@uk.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;700,00; ? 175 000,00 ; ? 56 000,00 ;Nigeria;west;Anglophone;February;2019
10763;Gill;gillhell@uk.com;hero;Beer; ? 150,00 ; ? 200,00 ;928,00; ? 185 600,00 ; ? 46 400,00 ;Togo;southsouth;Francophone;March;2018
10764;Smith;smithMan@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;737,00; ? 110 550,00 ; ? 51 590,00 ;Benin;northwest;Francophone;April;2018
10765;Jones;jone.ai@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;986,00; ? 147 900,00 ; ? 59 160,00 ;Senegal;northeast ;Anglophone;May;2019
10766;Sorvino;sorvi2000@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;733,00; ? 146 600,00 ; ? 36 650,00 ;Ghana;northcentral ;Anglophone;June;2018
10767;Jardine;jard@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;769,00; ? 384 500,00 ; ? 192 250,00 ;Nigeria;Southeast;Anglophone;July;2017
10768;Andrews;andy@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;782,00; ? 351 900,00 ; ? 211 140,00 ;Togo;west;Francophone;August;2017
10769;Howard;howard_freeman@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;755,00; ? 188 750,00 ; ? 60 400,00 ;Benin;southsouth;Francophone;September;2017
10770;Gill;gillhell@uk.com;hero;Beer; ? 150,00 ; ? 200,00 ;980,00; ? 196 000,00 ; ? 49 000,00 ;Senegal;northwest;Anglophone;October;2019
10771;Gill;gillhell@uk.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;755,00; ? 113 250,00 ; ? 52 850,00 ;Ghana;northeast ;Anglophone;November;2019
10772;Kivell;kivel_go@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;804,00; ? 120 600,00 ; ? 48 240,00 ;Nigeria;northcentral ;Anglophone;December;2019
10773;Jones;jone.ai@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;821,00; ? 164 200,00 ; ? 41 050,00 ;Togo;Southeast;Francophone;January;2017
10774;Morgan;morganny@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;768,00; ? 384 000,00 ; ? 192 000,00 ;Benin;west;Francophone;February;2017
10775;Kivell;kivel_go@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;929,00; ? 418 050,00 ; ? 250 830,00 ;Senegal;southsouth;Anglophone;March;2019
10776;Sorvino;sorvi2000@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;938,00; ? 234 500,00 ; ? 75 040,00 ;Ghana;northwest;Anglophone;April;2018
10777;Gill;gillhell@uk.com;hero;Beer; ? 150,00 ; ? 200,00 ;776,00; ? 155 200,00 ; ? 38 800,00 ;Nigeria;northeast ;Anglophone;May;2018
10778;Sorvino;sorvi2000@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;830,00; ? 124 500,00 ; ? 58 100,00 ;Togo;northcentral ;Francophone;June;2018
10779;Thompson;thomp@uk.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;881,00; ? 132 150,00 ; ? 52 860,00 ;Benin;Southeast;Francophone;July;2017
10780;Andrews;andy@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;854,00; ? 170 800,00 ; ? 42 700,00 ;Senegal;west;Anglophone;August;2019
10781;Jardine;jard@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;843,00; ? 421 500,00 ; ? 210 750,00 ;Ghana;southsouth;Anglophone;September;2017
10782;Jardine;jard@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;927,00; ? 417 150,00 ; ? 250 290,00 ;Nigeria;northwest;Anglophone;October;2019
10783;Andrews;andy@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;988,00; ? 247 000,00 ; ? 79 040,00 ;Togo;northeast ;Francophone;November;2019
10784;Jardine;jard@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;864,00; ? 172 800,00 ; ? 43 200,00 ;Benin;northcentral ;Francophone;December;2018
10785;Gill;gillhell@uk.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;952,00; ? 142 800,00 ; ? 66 640,00 ;Senegal;Southeast;Anglophone;January;2017
10786;Sorvino;sorvi2000@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;817,00; ? 122 550,00 ; ? 49 020,00 ;Ghana;west;Anglophone;February;2018
10787;Jones;jone.ai@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;980,00; ? 196 000,00 ; ? 49 000,00 ;Nigeria;southsouth;Anglophone;March;2018
10788;Andrews;andy@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;826,00; ? 413 000,00 ; ? 206 500,00 ;Togo;northwest;Francophone;April;2019
10789;Jardine;jard@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;864,00; ? 388 800,00 ; ? 233 280,00 ;Benin;northeast ;Francophone;May;2017
10790;Thompson;thomp@uk.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;737,00; ? 184 250,00 ; ? 58 960,00 ;Senegal;northcentral ;Anglophone;June;2018
10791;Jones;jone.ai@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;773,00; ? 154 600,00 ; ? 38 650,00 ;Ghana;Southeast;Anglophone;July;2018
10792;Morgan;morganny@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;902,00; ? 135 300,00 ; ? 63 140,00 ;Nigeria;west;Anglophone;August;2019
10793;Howard;howard_freeman@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;888,00; ? 133 200,00 ; ? 53 280,00 ;Togo;southsouth;Francophone;September;2019
10794;Parent;parentty@uk.com;trophy;Beer; ? 150,00 ; ? 200,00 ;893,00; ? 178 600,00 ; ? 44 650,00 ;Benin;northwest;Francophone;October;2019
10795;Jones;jone.ai@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;718,00; ? 359 000,00 ; ? 179 500,00 ;Senegal;northeast ;Anglophone;November;2017
10796;Smith;smithMan@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;744,00; ? 334 800,00 ; ? 200 880,00 ;Ghana;northcentral ;Anglophone;December;2017
10797;Jones;jone.ai@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;959,00; ? 239 750,00 ; ? 76 720,00 ;Nigeria;Southeast;Anglophone;January;2017
10798;Morgan;morganny@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;976,00; ? 195 200,00 ; ? 48 800,00 ;Togo;west;Francophone;February;2017
10799;Jones;jone.ai@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;940,00; ? 141 000,00 ; ? 65 800,00 ;Benin;southsouth;Francophone;March;2018
10800;Parent;parentty@uk.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;956,00; ? 143 400,00 ; ? 57 360,00 ;Senegal;northwest;Anglophone;April;2019
10801;Kivell;kivel_go@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;908,00; ? 181 600,00 ; ? 45 400,00 ;Ghana;northeast ;Anglophone;May;2018
10802;Smith;smithMan@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;866,00; ? 433 000,00 ; ? 216 500,00 ;Nigeria;northcentral ;Anglophone;June;2018
10803;Parent;parentty@uk.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;735,00; ? 330 750,00 ; ? 198 450,00 ;Togo;Southeast;Francophone;July;2019
10804;Gill;gillhell@uk.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;802,00; ? 200 500,00 ; ? 64 160,00 ;Benin;west;Francophone;August;2017
10805;Smith;smithMan@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;976,00; ? 195 200,00 ; ? 48 800,00 ;Senegal;southsouth;Anglophone;September;2018
10806;Jones;jone.ai@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;914,00; ? 137 100,00 ; ? 63 980,00 ;Ghana;northwest;Anglophone;October;2017
10807;Sorvino;sorvi2000@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;821,00; ? 123 150,00 ; ? 49 260,00 ;Nigeria;northeast ;Anglophone;November;2017
10808;Jardine;jard@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;804,00; ? 160 800,00 ; ? 40 200,00 ;Togo;northcentral ;Francophone;December;2017
10809;Andrews;andy@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;946,00; ? 473 000,00 ; ? 236 500,00 ;Benin;Southeast;Francophone;January;2017
10810;Howard;howard_freeman@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;997,00; ? 448 650,00 ; ? 269 190,00 ;Senegal;west;Anglophone;February;2019
10811;Gill;gillhell@uk.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;770,00; ? 192 500,00 ; ? 61 600,00 ;Ghana;southsouth;Anglophone;March;2019
10812;Gill;gillhell@uk.com;hero;Beer; ? 150,00 ; ? 200,00 ;901,00; ? 180 200,00 ; ? 45 050,00 ;Nigeria;northwest;Anglophone;April;2017
10813;Kivell;kivel_go@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;719,00; ? 107 850,00 ; ? 50 330,00 ;Togo;northeast ;Francophone;May;2019
10814;Jones;jone.ai@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;933,00; ? 139 950,00 ; ? 55 980,00 ;Benin;northcentral ;Francophone;June;2018
10815;Morgan;morganny@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;992,00; ? 198 400,00 ; ? 49 600,00 ;Senegal;Southeast;Anglophone;July;2017
10816;Kivell;kivel_go@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;818,00; ? 409 000,00 ; ? 204 500,00 ;Ghana;west;Anglophone;August;2018
10817;Sorvino;sorvi2000@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;828,00; ? 372 600,00 ; ? 223 560,00 ;Nigeria;southsouth;Anglophone;September;2017
10818;Gill;gillhell@uk.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;758,00; ? 189 500,00 ; ? 60 640,00 ;Togo;northwest;Francophone;October;2017
10819;Sorvino;sorvi2000@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;787,00; ? 157 400,00 ; ? 39 350,00 ;Benin;northeast ;Francophone;November;2018
10820;Thompson;thomp@uk.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;929,00; ? 139 350,00 ; ? 65 030,00 ;Senegal;northcentral ;Anglophone;December;2019
10821;Andrews;andy@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;785,00; ? 117 750,00 ; ? 47 100,00 ;Ghana;Southeast;Anglophone;January;2019
10822;Jardine;jard@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;701,00; ? 140 200,00 ; ? 35 050,00 ;Nigeria;west;Anglophone;February;2017
10823;Jardine;jard@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;757,00; ? 378 500,00 ; ? 189 250,00 ;Togo;southsouth;Francophone;March;2019
10824;Andrews;andy@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;810,00; ? 364 500,00 ; ? 218 700,00 ;Benin;northwest;Francophone;April;2019
10825;Jones;jone.ai@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;874,00; ? 218 500,00 ; ? 69 920,00 ;Senegal;northeast ;Anglophone;May;2017
10826;Morgan;morganny@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;820,00; ? 164 000,00 ; ? 41 000,00 ;Ghana;northcentral ;Anglophone;June;2018
10827;Kivell;kivel_go@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;874,00; ? 131 100,00 ; ? 61 180,00 ;Nigeria;Southeast;Anglophone;July;2018
10828;Sorvino;sorvi2000@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;958,00; ? 143 700,00 ; ? 57 480,00 ;Togo;west;Francophone;August;2019
10829;Gill;gillhell@uk.com;trophy;Beer; ? 150,00 ; ? 200,00 ;742,00; ? 148 400,00 ; ? 37 100,00 ;Benin;southsouth;Francophone;September;2018
10830;Sorvino;sorvi2000@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;973,00; ? 486 500,00 ; ? 243 250,00 ;Senegal;northwest;Anglophone;October;2018
10831;Thompson;thomp@uk.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;961,00; ? 432 450,00 ; ? 259 470,00 ;Ghana;northeast ;Anglophone;November;2017
10832;Andrews;andy@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;752,00; ? 188 000,00 ; ? 60 160,00 ;Nigeria;northcentral ;Anglophone;December;2017
10833;Jardine;jard@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;938,00; ? 187 600,00 ; ? 46 900,00 ;Togo;Southeast;Francophone;January;2018
10834;Jardine;jard@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;777,00; ? 116 550,00 ; ? 54 390,00 ;Benin;west;Francophone;February;2018
10835;Andrews;andy@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;855,00; ? 128 250,00 ; ? 51 300,00 ;Senegal;southsouth;Anglophone;March;2018
10836;Jardine;jard@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;870,00; ? 174 000,00 ; ? 43 500,00 ;Ghana;northwest;Anglophone;April;2017
10837;Gill;gillhell@uk.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;922,00; ? 461 000,00 ; ? 230 500,00 ;Nigeria;northeast ;Anglophone;May;2018
10838;Sorvino;sorvi2000@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;856,00; ? 385 200,00 ; ? 231 120,00 ;Togo;northcentral ;Francophone;June;2018
10839;Jones;jone.ai@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;852,00; ? 213 000,00 ; ? 68 160,00 ;Benin;Southeast;Francophone;July;2018
10840;Andrews;andy@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;981,00; ? 196 200,00 ; ? 49 050,00 ;Senegal;west;Anglophone;August;2018
10841;Jardine;jard@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;910,00; ? 136 500,00 ; ? 63 700,00 ;Ghana;southsouth;Anglophone;September;2017
10842;Thompson;thomp@uk.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;805,00; ? 120 750,00 ; ? 48 300,00 ;Nigeria;northwest;Anglophone;October;2018
10843;Jones;jone.ai@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;932,00; ? 186 400,00 ; ? 46 600,00 ;Togo;northeast ;Francophone;November;2018
10844;Morgan;morganny@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;891,00; ? 445 500,00 ; ? 222 750,00 ;Benin;northcentral ;Francophone;December;2018
10845;Howard;howard_freeman@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;803,00; ? 361 350,00 ; ? 216 810,00 ;Senegal;Southeast;Anglophone;January;2018
10846;Parent;parentty@uk.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;818,00; ? 204 500,00 ; ? 65 440,00 ;Ghana;west;Anglophone;February;2017
10847;Jones;jone.ai@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;932,00; ? 186 400,00 ; ? 46 600,00 ;Nigeria;southsouth;Anglophone;March;2019
10848;Smith;smithMan@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;893,00; ? 133 950,00 ; ? 62 510,00 ;Togo;northwest;Francophone;April;2019
10849;Jones;jone.ai@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;824,00; ? 123 600,00 ; ? 49 440,00 ;Benin;northeast ;Francophone;May;2019
10850;Jardine;jard@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;931,00; ? 186 200,00 ; ? 46 550,00 ;Senegal;northcentral ;Anglophone;June;2019
10851;Gill;gillhell@uk.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;783,00; ? 391 500,00 ; ? 195 750,00 ;Ghana;Southeast;Anglophone;July;2019
10852;Sorvino;sorvi2000@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;708,00; ? 318 600,00 ; ? 191 160,00 ;Nigeria;west;Anglophone;August;2017
10853;Jones;jone.ai@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;861,00; ? 215 250,00 ; ? 68 880,00 ;Togo;southsouth;Francophone;September;2017
10854;Andrews;andy@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;798,00; ? 159 600,00 ; ? 39 900,00 ;Benin;northwest;Francophone;October;2017
10855;Jardine;jard@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;934,00; ? 140 100,00 ; ? 65 380,00 ;Senegal;northeast ;Anglophone;November;2019
10856;Thompson;thomp@uk.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;950,00; ? 142 500,00 ; ? 57 000,00 ;Ghana;northcentral ;Anglophone;December;2017
10857;Jones;jone.ai@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;986,00; ? 197 200,00 ; ? 49 300,00 ;Nigeria;Southeast;Anglophone;January;2018
10858;Morgan;morganny@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;767,00; ? 383 500,00 ; ? 191 750,00 ;Togo;west;Francophone;February;2017
10859;Howard;howard_freeman@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;898,00; ? 404 100,00 ; ? 242 460,00 ;Benin;southsouth;Francophone;March;2017
